,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,avg_new_followers_per_day,favourites_count,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
82,Luna_Pomp,Luna Pomp 🌒,False,2013-07-08 03:00:11+00:00,3171 days 22:23:41.367689,3171,,Crypto Lover 💜// Not Financial Advice // ⚡ #VideoPromoter ⚡#LUNA #ETH #BNB #SOL #BTC #Polygon #NFT #DYOR 🌙,[],336924,106.25165562913908,5808,0.06,0.0,"['MetaVikings3D', 'playSHRAPNEL', 'LittleEstherNFT', 'ETHFanToken', 'OverRichFinance', 'HydraMeta_org', 'bplusmetaverse', 'Bobatama', 'lgfiio_official', 'StonkLeague', 'retrogamelib', 'EverathOfficial', 'BirdBroToken', 'Foot_ball_coin', 'hero_seri', 'oasisapes', 'FINXSupport', 'Magicfantasy99', 'DOGEZILLACN', 'HelloAnimverse', 'metainuverse', 'NoWarToken', 'astroworldfork', 'AnitoLegendsNFT', 'DogePunkBsc', 'metfxmetaverse', 'FountainF_', 'miniharambebsc', 'GenShards', 'oklgio', 'uland_io', 'ClimeToken', 'Hobbit_Invest', 'torum_official', 'GiveawaysOasis', 'intelfin_global', 'eaglefinance4', 'PokemonioToken', 'ATNuclear_NFT', 'RoyalBlackCard', 'ncctoken', 'BlocVaultAPP', 'branchcommunity', 'mcbinanceBSC', 'RaidersTomb', 'GuildBinemon', 'LordArenaNFT', 'TMCTnft', 'MEMEChainCap', 'RareFinance']"
83,ALGORANDBEST,ALGORAND BEST 💯 UPDATE,False,2021-10-19 07:25:33+00:00,146 days 17:58:19.711387,146,,"We post : 
FAIRLAUNCH
PRESALE
AiRDROP
NFT

Dm 🧾on twitter for promo",[],4626,31.684931506849313,566,34.57142857142857,22.178571428571427,"['am_dtr', 'ndiasiri1', 'yusuf101096', 'AlgogemShillers', 'AbdulazeezIge', 'pratikdev007', 'Adeyemi78641382', 'Aquib370', 'DamilolaOlu', 'OjattaO', 'Mahendr71093767', 'IccyAj', 'studalgo', 'idolizedking', 'iamTiwatope']"
84,EmmaDoube,Emma Doube 💎,False,2011-10-16 15:00:16+00:00,3802 days 10:23:37.090049,3802,,NOT ANY OTHER. Model 🇫🇷 / Token & Nft shiller// Crypto Investor /// MARKETING 📩/// DYOR!🚀 #BNB #BTC #ETH #solana #NFT #CYSHI #cryptocurrency TG:@EmmaDoube,[],414351,108.9823776959495,4633,39.42,11.98,"['Exchange_Wak', 'itsdogecoincash', 'MindProtocol', 'rescue_ukraine', 'MilkteaFinance', 'Metaminecraft1', 'CoinMarketCap', 'ChaChato_CCT', 'Tokenbankof', 'Rumble_Gaming_', 'BombayCoin', 'SatoshiVerseBSC', 'BookWormInu', 'bonobonktoken', 'DxSpotOfficial', 'ringfiprotocol', 'AkinoInuGlobal', 'coingecko', '0xDAO_fi', 'HanzoHasashiOf1', 'coincarpcom', 'solidlyexchange', 'adroverse', 'atom_defi', 'roshanvancuy', 'matic_meta', 'nerian_network', 'Heroinu_bsc', 'CertiKTech', 'DeadKnight_SOL', 'NEKOBNB', 'XRshib', 'DogePunkBsc', 'DogecatCoin22', 'GemlinkT', 'FitScrypt', 'LoopNetwork3', 'gin_meta', 'supercatcoin', 'BobEcoOfficial', 'shibashia_token', 'dragon_1nu', 'KongTamaToken', 'whencmc', 'SpaceEcoSystem', 'mjackswap', 'CoinEverest', 'Shinzillatoken', 'MetaBladeio', 'elonmusk', 'WorldWar3io', 'yodacoinswap', 'Meta_verseWear', 'macguyvermedia', 'OForeverKat', 'TMCTnft', 'Kuncicoin_id']"
85,RocketManToken,RocketMan🔺🌿,False,2022-02-17 20:01:58+00:00,25 days 05:21:55.447733,25,https://t.co/p60kex43FO,"RocketMan is always watching on #AVAX and #METIS gems 💎

$ROCKET is #RocketMan Fuel.

No Tax. No hidden fees. 

https://t.co/WWjjhpA9TE",['https://t.co/WWjjhpA9TE'],1059,42.36,139,3.38,2.8,"['VikingXBT', 'AndromedaToadz', 'mapletarzan', 'TheEliteCrypto', 'NemesisFinance', 'MiniStarsMETIS', 'RocketManToken', 'JadeTBTC', 'trapcapital_', 'Cryptobasiq', 'AetosInu', 'metis_one', 'AresMetis', 'josefabregab', 'aboutgis', 'CatMetis', 'gipeweihunter', 'MetisDAO', 'PlatoMetis']"
86,AltCryptoGems,Alt Crypto Gems 🍥,False,2021-03-17 14:43:35+00:00,362 days 10:40:18.937923,362,https://t.co/rlG5QmMjfv,"Full time #Crypto investor & LOW CAP GEM FINDER! 💎 

 NO FINANCIAL ADVICE - ALWAYS DYOR!

DM for business proposals!💰",[],178874,494.1270718232044,16606,45.28,1173.48,"['Eljaboom', 'inaalat02', 'CryptoGodJohn', 'mr_freelo', 'CatsRaceBSC', 'RyanHoliday', 'VanillaNetwork1', 'AltCryptoGems', 'FannyXZN', 'masterpiece_jpg', 'cz_binance', 'cobie', 'VoltInuOfficial', 'AlgodTrading', 'TheCryptoDog', 'saylor', 'CryptoDefiGems', 'TCryptochicks', 'LiberoFinancial', 'Bojangly7', 'elonmusk', 'Dunk_dude_', 'BitcoinMagazine', 'MandaKongETH']"
87,0xSimy,0xSimy👻🍯,False,2011-01-04 11:44:02+00:00,4087 days 13:39:52.375823,4087,https://t.co/9xMTE7BViO,🇮🇩 | @FHFCNFT Moderator | $FTM Degen | #NFT Junkie,[],510,0.12478590653290922,6201,1.2,22.64,"['DoubleyouW3', 'FantomBOYbyVB', 'marcomacopolo', 'User1620The', 'HiBIGG7', 'FTMZombieOG', 'illuminaticongo', 'kcPinkish', 'FantomIAm', 'Memofrogwell', 'worldofyamaloka', 'southardww', 'koolkidsfantom', 'Dear_Johna', 'ARTRoshuAngel', 'FhfcVamp', 'DeFi_Jedi', 'keepitlunatic', 'FantomPunks', 'MarketCapScout', 'ohnoooMOMO', 'AmboGhostie', 'WeCreatures_', 'FantomWatchNFTs', 'TinFoilFTM', 'FTMReaperOG', 'KingsFantom', 'paint_swap', 'PlotTwistFTM', 'Sannjayaa1', 'DoodledLlama', 'fhfcnft', 'jefri_jt', 'BTCSambo', 'FTM_MAXI', 'Stachowski_', 'Jacktheoiler', 'ginxboy', 'FTM_To_The_Moon', 'BabyChimpGang', 'RookieStudioHQ', 'MummyPunks', 'laserpowers1', '_unified_theory', 'NFTKEY', 'pxdoodledpunks', 'lil_esper', '_TrueVoodoo', 'Cabootle_', 'SpookySwap', 'LinaJie4', 'chimps_teen', 'BeastBullClub']"
88,selenaroyf,Selena 🇨🇦💕💎,False,2020-11-26 14:42:08+00:00,473 days 10:41:46.862131,473,,Cryptoholic since 2018 #Bitcoin❤️‍🔥| Mentor🤓|Gamer Girl 🎮| $FTM | #DOGE🐕| #ETH #BscGem #BNB $Sphere #NFT🎨 |🚀 Taking to ATH’s | DM 📩 for Business/Promos,[],62057,131.19873150105707,23439,70.74,12.38,"['CoinMarketCap', 'VoxelXnetwork', 'RealFlokiCat', 'Shill2Earn_Fun', 'CatsRaceBSC', 'ZiberBugs', 'ShiBurnETH', 'shueyinu', 'PancakeSwap', 'AltCryptoGems', 'polygonstudios', 'ElysiumClubNFT', 'Micro_tuber', 'FabweltToken', 'ultramineapy', 'cz_binance', 'DomiOnline', 'apexnodes', 'YouTube', 'SuperKluster', 'MetastrikeHQ', 'groprotocol', 'CryptoSuperApe', 'SphereDeFi', 'CargoLinkCLX', 'CometCalls', 'Oncryptobreak', 'DogePunkBsc', 'saylor', 'flokieasterbsc', 'Animalia_token', 'BabyZinja', 'CrowdFiETH', 'WondermanNation', 'MetaKongBSC', 'LiberoFinancial', 'FantohmDAO', 'MMInuOfficial', 'demoleio1', 'AltcoinDailyio', 'OfficialBLOKPAD', 'BetDaoOfficial', 'HeroInfinityETH', 'CroCashOfficial', 'kittycoinbsc', 'MEXC_Global', 'ftsmonsterio', 'Shido_Inu', 'elonmusk', 'ShibaYachtClub_', 'CrypticTommy', 'yfione', 'davidgokhshtein', 'mundo_mmorpg', 'SpintopNetwork']"
89,Krypto_masters,KRYPTO_MASTERS,False,2021-04-09 19:57:48+00:00,339 days 05:26:07.284581,339,https://t.co/tlRzuDaUwO,GEM HUNTER NFA DYOR dm ME for price list ! $BTC $rise #Avax #solana $vet #bnb $Eth $ONYX $MCRT #MAGICCRAFT #p2e #nftgiveaway #NFT #Giveaway #ShibVinci,[],28236,83.29203539823008,7588,2.32,4.72,"['landyYUN9689', 'WhatToMine', 'Barcia_Pena78', 'LBank_Exchange', 'Krypto_masters', 'garyvee', 'theofap', 'MagicCraftGame', 'jamesteden', 'Bobatama', 'VitalikButerin', 'ringfiprotocol', 'VTOPIAETH', 'HeroBookGlobal', 'papaexchange', 'TeleverseBSC', '1goonrich', 'NFTLOOPoli', 'CometCalls', 'Mimi8123', 'OnyxTokenBSC', 'EasyMoonETH', 'cowcoinbsc', 'CoinMighty', 'GemlinkT', 'SHIDOINUARMI', 'CupCashBSC', 'VolcanoTokenBSC', 'flokieasterbsc', 'LelouchBNB', 'Meenujp', 'AlmightyCubsNFT', 'MetaKongBSC', 'Ever_stable', 'CatPepeToken', 'Katnip_Official', 'T0T0sama', 'PokemonYachtBSC', 'NhOuOiB', 'FluffyCatCoin', 'Bobbydogebsc', 'bClynunsS2', 'elonmusk', 'TitanoFinance', 'Shido_Inu', 'mcbinanceBSC', 'EXA_DARK_SIDE', 'zaycash917', 'shib_vinci', 'MandaKongETH', 'sultan2k40']"
90,juani_martinez,Juan,True,2010-05-10 06:52:23+00:00,4326 days 18:31:32.684555,4326,,"#NFT Collector & Crypto Promoter 📈 | Daily Giveaways | #ETH #Solana #BTC #Avax | Antes era actor, ahora recolecto JPGS! 🖼️",[],162771,37.62621359223301,7397,0.08,0.0,"['TrollzSpaceClub', 'WSO_NFT', 'nxtg3nz', 'MythicalMallard', 'TurtleMetaverse', 'MichaelBarns14', 'HydroBlockchain', 'DeFi_Horse', 'KriptoKrazed', 'SiegeQuest', 'KoolKidzArcade', 'TheSolDenNFTs', 'KindnessForSoul', 'Breach_GG', 'DopeVoyage', 'HempinPodcast', 'hypemansionclub', 'MetaBotsP2E', 'core_nodes', 'AneroVerse', 'MetagreysNFT', 'MetaverseAvenue', 'UltraPigsNFT', 'HelloAnimverse', 'HedgehogsHappy', 'CrackedOctopusC', 'kyonnmechagirl', 'HouseOfFinns', 'otterssquadron', '_skateboardkong', 'animefiendsnft', 'gjackcalls', 'AdorableHeroes', 'CropBytes', 'MinterTeam', 'UtmostCorgiNFT', 'planicaNFT', 'MetavaultDAO', 'fastfoodoodles', 'SOLPIXELS1', 'ChainWarsgg', 'WastedWhales', 'FlowerFamNFT', 'GhostCatsClub', 'PurpleOrangeNFT', 'FunkyPlanetsNFT', 'ShadowQuest_NFT', 'FantasyRealmStu', 'DeFIRE_org', 'MadGoblinsNFT']"
91,wagmiboo,Wagmiboo,False,2022-02-19 06:14:37+00:00,23 days 19:09:19.087628,23,,"Always Hunting Hidden Gems.
Defi | NFTs | Nodes | P2E | Meta |

Honest Reviews.
Good or Bad, Always DYOR. NFA.

My tweet investments: https://t.co/aFzHobUpxw",['https://t.co/aFzHobUpxw'],377,16.391304347826086,93,6.0,6.3,"['UkaleleCrypto', 'HordeTweets', 'DarkforestNodes', 'HiNeighbours', 'onlyupc', 'spellfireccg', 'ShmoneyPandaNFT', 'WyndBlast', 'BigCueNFT', 'core_nodes', 'FantomFDN', 'DazaiCrypto', 'KarutiNFT', 'StrongSpartaNFT', 'andredaister', 'CryptoaaService']"
